date,sku,rating,review_text,sentiment_label,sentiment_confidence,sentiment_unified,sentiment_unified_expected,sentiment_all_scores_json,emotion_labels,emotion_scores_json,emotion_top_json,sarcasm_label,sarcasm_confidence,sarcastic,offensive_label,offensive_confidence,is_offensive,ensemble_label,ensemble_confidence,ensemble_unified_expected,ensemble_all_scores,aspects_found,aspect_count,aspect_sentiments_json,fraud_prob_rf,fraud_prob_gb,fraud_prob_ensemble,fraud_flag,fraud_layer1_linguistic,fraud_layer2_behavioral,fraud_layer3_temporal,fraud_layer4_semantic,fraud_score_multilayer,fraud_flag_v2,fraud_prob_v2,absa_v2_aspects,absa_v2_avg_polarity,absa_v2_aspect_count,absa_v2_implicit_count,pred_uncertainty,pred_confidence_width,uncertainty_category
2024-11-09,RF-IND-008,4,Excellent cooling performance even during peak summer. Very satisfied.,positive,0.7707273960113525,0.5,0.5362639801740339,"{""very negative"": 0.014967979863286018, ""neutral"": 0.02442777529358864, ""positive"": 0.7707273960113525, ""very positive"": 0.17155218124389648}",admiration,"{""admiration"": 0.9331638216972351}","[{""label"": ""admiration"", ""score"": 0.9331638216972351}, {""label"": ""approval"", ""score"": 0.07154010981321335}, {""label"": ""gratitude"", ""score"": 0.04528460651636124}, {""label"": ""neutral"", ""score"": 0.019264668226242065}, {""label"": ""joy"", ""score"": 0.010110114701092243}]",non_irony,0.602388322353363,False,non-offensive,0.9177484512329102,False,very positive,0.5113959148735933,0.7270401766478763,"{'very negative': 0.007973637955992827, 'negative': 0.0095630550501261, 'neutral': 0.014268537609609866, 'positive': 0.4567988545106779, 'very positive': 0.5113959148735933}","performance,sound,cooling",3,"{""performance"": {""polarity"": 0.825, ""subjectivity"": 1.0}, ""sound"": {""polarity"": 0.825, ""subjectivity"": 1.0}, ""cooling"": {""polarity"": 0.825, ""subjectivity"": 1.0}}",1.0,0.9999794383626421,0.9999897191813211,1,0.02857142857142857,0.25,0.0,0.6344444444444444,0.2393253968253968,0,0.0010884852820076858,"performance,cooling,sound",0.8666666666666667,3,0,0.0010884823412225925,0.004266850777592562,High Confidence
2025-01-24,TV-IND-001,5,"Produit de mauvaise qualite, je suis tres decu. Ne recommande pas.",very negative,0.376915842294693,-1.0,-0.6515037909879426,"{""very negative"": 0.376915842294693, ""neutral"": 0.02833167091012001, ""positive"": 0.024450555443763733, ""very positive"": 0.01673412136733532}",neutral,"{""neutral"": 0.9460828304290771}","[{""label"": ""neutral"", ""score"": 0.9460828304290771}, {""label"": ""approval"", ""score"": 0.029701441526412964}, {""label"": ""disapproval"", ""score"": 0.009891659021377563}, {""label"": ""realization"", ""score"": 0.00757063552737236}, {""label"": ""annoyance"", ""score"": 0.006734327878803015}]",non_irony,0.8884108662605286,False,non-offensive,0.8112044930458069,False,very negative,0.6393854518162623,-0.7864718645276263,"{'very negative': 0.6393854518162623, 'negative': 0.3235723121059963, 'neutral': 0.016155371109076295, 'positive': 0.012374243254061815, 'very positive': 0.008512621714603267}",software,1,"{""software"": {""polarity"": 0.0, ""subjectivity"": 0.0}}",1.0,0.9999794383626421,0.9999897191813211,1,0.030303030303030304,0.25,0.0,0.7545454545454545,0.26969696969696966,0,0.007565361703076855,software,0.0,1,0,0.007565358762291762,0.02965620634818371,High Confidence
2025-02-27,HP-IND-006,3,Packaging was good but product is just average in terms of quality.,neutral,0.22643636167049408,0.0,0.02154465263355148,"{""very negative"": 0.020769914612174034, ""neutral"": 0.22643636167049408, ""positive"": 0.03994236886501312, ""very positive"": 0.018210014328360558}","disappointment,admiration","{""disappointment"": 0.35051408410072327, ""admiration"": 0.31660306453704834}","[{""label"": ""disappointment"", ""score"": 0.35051408410072327}, {""label"": ""admiration"", ""score"": 0.31660306453704834}, {""label"": ""disapproval"", ""score"": 0.20833034813404083}, {""label"": ""approval"", ""score"": 0.14557017385959625}, {""label"": ""neutral"", ""score"": 0.10623263567686081}]",non_irony,0.5526584982872009,False,non-offensive,0.8434349298477173,False,neutral,0.453351716995365,-0.1960654481292356,"{'very negative': 0.021852301359904236, 'negative': 0.4430510521784736, 'neutral': 0.453351716995365, 'positive': 0.06886510029270336, 'very positive': 0.012879829173553764}","build_quality,delivery",2,"{""build_quality"": {""polarity"": 0.275, ""subjectivity"": 0.5}, ""delivery"": {""polarity"": 0.275, ""subjectivity"": 0.5}}",0.0,2.322737603998423e-05,1.1613688019992115e-05,0,0.014925373134328358,0.25,0.0,0.8,0.27798507462686567,0,1.4703925466381592e-09,"build_quality,delivery",0.27499999999999997,2,0,1.4703925466381592e-09,5.763938782821584e-09,High Confidence
2024-10-10,MB-IND-002,2,"Installation was a nightmare, instructions were completely wrong.",very negative,0.7697422504425049,-1.0,-0.6977894863586905,"{""very negative"": 0.7697422504425049, ""neutral"": 0.036633219569921494, ""positive"": 0.020193949341773987, ""very positive"": 0.01803928054869175}",disapproval,"{""disapproval"": 0.3163321614265442}","[{""label"": ""disapproval"", ""score"": 0.3163321614265442}, {""label"": ""annoyance"", ""score"": 0.24686093628406525}, {""label"": ""disappointment"", ""score"": 0.15440554916858673}, {""label"": ""neutral"", ""score"": 0.06965956091880798}, {""label"": ""fear"", ""score"": 0.04962696135044098}]",non_irony,0.7851060032844543,False,non-offensive,0.6006593704223633,False,very negative,0.6177890964675754,-0.7758799361659858,"{'very negative': 0.6177890964675754, 'negative': 0.337492210576564, 'neutral': 0.029950459136200903, 'positive': 0.008225936459576316, 'very positive': 0.006542297360083411}",general,1,"{""general"": {""polarity"": -0.5, ""subjectivity"": 0.9}}",1.0,0.9999794383626421,0.9999897191813211,1,0.015384615384615385,0.25,0.0,0.8,0.2780769230769231,0,0.0010884852820076858,general,-0.5,1,0,0.0010884823412225925,0.004266850777592562,High Confidence
2024-12-03,TV-IND-001,5,Customer service was amazing. They resolved my query within minutes.,positive,0.6071091294288635,0.5,0.5974647468222958,"{""very negative"": 0.017765464261174202, ""neutral"": 0.03513293340802193, ""positive"": 0.6071091294288635, ""very positive"": 0.31808170676231384}",admiration,"{""admiration"": 0.9301038980484009}","[{""label"": ""admiration"", ""score"": 0.9301038980484009}, {""label"": ""approval"", ""score"": 0.06624912470579147}, {""label"": ""neutral"", ""score"": 0.026406768709421158}, {""label"": ""excitement"", ""score"": 0.022681886330246925}, {""label"": ""joy"", ""score"": 0.018670279532670975}]",irony,0.8352649807929993,True,non-offensive,0.9490030407905579,False,very positive,0.5178454861219189,0.7139974856230034,"{'very negative': 0.010832939099810597, 'negative': 0.013445128388537286, 'neutral': 0.030461440799405735, 'positive': 0.4274150055903274, 'very positive': 0.5178454861219189}",service,1,"{""service"": {""polarity"": 0.6, ""subjectivity"": 0.9}}",1.0,0.9999794383626421,0.9999897191813211,1,0.029411764705882356,0.25,0.0,0.57,0.22338235294117648,0,0.033373834054057305,service,0.6000000000000001,1,0,0.03337383111327221,0.13082541796402705,High Confidence
2025-01-25,WM-IND-004,2,Love the display and design but the speaker quality is terrible and overheats during gaming.,very negative,0.3773541748523712,-1.0,-0.6110164372537351,"{""very negative"": 0.3773541748523712, ""neutral"": 0.08313998579978943, ""positive"": 0.019871970638632774, ""very positive"": 0.019871970638632774}","love,disgust","{""love"": 0.410555899143219, ""disgust"": 0.3163873255252838}","[{""label"": ""love"", ""score"": 0.410555899143219}, {""label"": ""disgust"", ""score"": 0.3163873255252838}, {""label"": ""admiration"", ""score"": 0.14251857995986938}, {""label"": ""disappointment"", ""score"": 0.14123332500457764}, {""label"": ""annoyance"", ""score"": 0.09878356009721756}]",non_irony,0.6289689540863037,False,non-offensive,0.7254443764686584,False,negative,0.47930314967328563,-0.4510716437040857,"{'very negative': 0.2378035064130893, 'negative': 0.47930314967328563, 'neutral': 0.24199090027684722, 'positive': 0.029038012182262707, 'very positive': 0.011864431454515092}","display,sound,build_quality,cooling,design",5,"{""display"": {""polarity"": -0.25, ""subjectivity"": 0.8}, ""sound"": {""polarity"": -0.25, ""subjectivity"": 0.8}, ""build_quality"": {""polarity"": -0.25, ""subjectivity"": 0.8}, ""cooling"": {""polarity"": -0.25, ""subjectivity"": 0.8}, ""design"": {""polarity"": -0.25, ""subjectivity"": 0.8}}",0.0,2.322737603998423e-05,1.1613688019992115e-05,0,0.05086956521739129,0.25,0.0,0.8266666666666667,0.29184057971014493,0,0.010934768728043675,"design,cooling,sound,build_quality,display",-0.4,5,0,0.010934765787258582,0.042864281886053644,High Confidence
2024-11-27,AC-IND-005,1,Customer service is non-existent. Been waiting 3 weeks for a response.,very negative,0.4578317105770111,-1.0,-0.579201002717572,"{""very negative"": 0.4578317105770111, ""neutral"": 0.15317650139331818, ""positive"": 0.025456801056861877, ""very positive"": 0.025456801056861877}","disappointment,annoyance","{""disappointment"": 0.5341309905052185, ""annoyance"": 0.31432658433914185}","[{""label"": ""disappointment"", ""score"": 0.5341309905052185}, {""label"": ""annoyance"", ""score"": 0.31432658433914185}, {""label"": ""neutral"", ""score"": 0.20545412600040436}, {""label"": ""disapproval"", ""score"": 0.15114009380340576}, {""label"": ""sadness"", ""score"": 0.023914506658911705}]",non_irony,0.6569333672523499,False,non-offensive,0.8544687032699585,False,very negative,0.5237635042443357,-0.660936624657393,"{'very negative': 0.5237635042443357, 'negative': 0.32308299790627537, 'neutral': 0.11896907014700935, 'positive': 0.019632098324598595, 'very positive': 0.01455232937778113}",service,1,"{""service"": {""polarity"": 0.0, ""subjectivity"": 0.0}}",1.0,0.9999794383626421,0.9999897191813211,1,0.02857142857142857,0.25,0.0,0.7727272727272727,0.27389610389610386,0,1.4703925466381592e-09,service,0.0,1,0,1.4703925466381592e-09,5.763938782821584e-09,High Confidence
2025-02-28,LP-IND-003,3,Product is fine for basic use but power users might find it limiting.,neutral,0.2278260439634323,0.0,0.13598060049171318,"{""very negative"": 0.017182493582367897, ""neutral"": 0.2278260439634323, ""positive"": 0.11778126657009125, ""very positive"": 0.021471703425049782}","neutral,approval","{""neutral"": 0.6480686068534851, ""approval"": 0.39360511302948}","[{""label"": ""neutral"", ""score"": 0.6480686068534851}, {""label"": ""approval"", ""score"": 0.39360511302948}, {""label"": ""realization"", ""score"": 0.027473531663417816}, {""label"": ""optimism"", ""score"": 0.021502286195755005}, {""label"": ""disapproval"", ""score"": 0.013942357152700424}]",non_irony,0.6216647624969482,False,non-offensive,0.8438470363616943,False,neutral,0.4328190534115158,-0.08158714064488722,"{'very negative': 0.01364185124852196, 'negative': 0.35396489279573573, 'neutral': 0.4328190534115158, 'positive': 0.18107409108544792, 'very positive': 0.018500111458778647}",battery,1,"{""battery"": {""polarity"": 0.2083, ""subjectivity"": 0.3125}}",0.0,2.322737603998423e-05,1.1613688019992115e-05,0,0.014492753623188408,0.25,0.0,0.6846153846153846,0.24905239687848385,0,0.030459478452512383,battery,0.20833333333333334,1,0,0.030459475511727296,0.119401144005971,High Confidence
2024-10-19,LP-IND-003,3,"Build quality is premium and lightweight. However, the charging speed is disappointingly slow.",neutral,0.09587422013282776,0.0,0.02968834770806593,"{""very negative"": 0.01736418344080448, ""neutral"": 0.09587422013282776, ""positive"": 0.03667640686035156, ""very positive"": 0.013062100857496262}",disappointment,"{""disappointment"": 0.8629612326622009}","[{""label"": ""disappointment"", ""score"": 0.8629612326622009}, {""label"": ""annoyance"", ""score"": 0.09599673002958298}, {""label"": ""neutral"", ""score"": 0.0874459445476532}, {""label"": ""disapproval"", ""score"": 0.08085344731807709}, {""label"": ""sadness"", ""score"": 0.06839059293270111}]",non_irony,0.6970096826553345,False,non-offensive,0.8291838765144348,False,negative,0.6012119554920989,-0.298639102840829,"{'very negative': 0.025841098449842236, 'negative': 0.6012119554920989, 'neutral': 0.3250101281336206, 'positive': 0.04025768913875097, 'very positive': 0.0076791287856872205}","battery,performance,build_quality,software,design",5,"{""battery"": {""polarity"": -0.3, ""subjectivity"": 0.4}, ""performance"": {""polarity"": -0.3, ""subjectivity"": 0.4}, ""build_quality"": {""polarity"": -0.3, ""subjectivity"": 0.4}, ""software"": {""polarity"": -0.3, ""subjectivity"": 0.4}, ""design"": {""polarity"": -0.3, ""subjectivity"": 0.4}}",0.0,2.322737603998423e-05,1.1613688019992115e-05,0,0.04435351882160392,0.65,0.0,0.6257692307692306,0.3603130114566284,1,0.9655750531587544,"performance,battery,design,software,build_quality",-0.18000000000000002,5,0,0.0344248855147406,0.13494555121778315,High Confidence
2024-11-15,WM-IND-004,4,Best purchase I have made this year. Great value for money and excellent features.,positive,0.44873490929603577,0.5,0.5963910590069607,"{""very negative"": 0.028467901051044464, ""neutral"": 0.07443559914827347, ""positive"": 0.44873490929603577, ""very positive"": 0.40708863735198975}",admiration,"{""admiration"": 0.947281539440155}","[{""label"": ""admiration"", ""score"": 0.947281539440155}, {""label"": ""approval"", ""score"": 0.04991918429732323}, {""label"": ""gratitude"", ""score"": 0.017717011272907257}, {""label"": ""neutral"", ""score"": 0.016094906255602837}, {""label"": ""realization"", ""score"": 0.006029242649674416}]",non_irony,0.6735737919807434,False,non-offensive,0.953192949295044,False,very positive,0.6872599661001106,0.7820046274933742,"{'very negative': 0.014545124044219305, 'negative': 0.020831651636155944, 'neutral': 0.037952035708392486, 'positive': 0.23941122251112162, 'very positive': 0.6872599661001106}",price_value,1,"{""price_value"": {""polarity"": 0.9333, ""subjectivity"": 0.6833}}",0.0,2.322737603998423e-05,1.1613688019992115e-05,0,0.036585365853658534,0.25,0.0,0.6614285714285715,0.24767421602787457,0,1.4703925466381592e-09,price_value,0.9,1,0,1.4703925466381592e-09,5.763938782821584e-09,High Confidence
